/Users/waziz/github/buqeval/pipeline-bda-f1.py:313: UserWarning: There are not enough devices to run parallel chains: expected 2 but got 1. Chains will be drawn sequentially. If you are running MCMC in CPU, consider using `numpyro.set_host_device_count(2)` at the beginning of your program. You can double-check how many devices are available in your system using `jax.local_device_count()`.
  mcmc = MCMC(
BASE FILE: trivia_qa_llama-3b-instruct
Analysing 100 items and 49 raters
	0/human1
	1/EM
	2/tokf/0.1
	3/tokf/0.2
	4/tokf/0.3
	5/tokf/0.4
	6/tokf/0.5
	7/tokf/0.6
	8/tokf/0.7
	9/tokf/0.8
	10/tokf/0.9
	11/bleu/0.1
	12/bleu/0.2
	13/bleu/0.3
	14/bleu/0.4
	15/bleu/0.5
	16/bleu/0.6
	17/bleu/0.7
	18/bleu/0.8
	19/bleu/0.9
	20/rouge/0.1
	21/rouge/0.2
	22/rouge/0.3
	23/rouge/0.4
	24/rouge/0.5
	25/rouge/0.6
	26/rouge/0.7
	27/rouge/0.8
	28/rouge/0.9
	29/esim/0.1
	30/esim/0.2
	31/esim/0.3
	32/esim/0.4
	33/esim/0.5
	34/esim/0.6
	35/esim/0.7
	36/esim/0.8
	37/esim/0.9
	38/bert/0.1
	39/bert/0.2
	40/bert/0.3
	41/bert/0.4
	42/bert/0.5
	43/bert/0.6
	44/bert/0.7
	45/bert/0.8
	46/bert/0.9
	47/llama
	48/gpt
items=(4900,) raters=(4900,) labels=(4900,)
  0%|          | 0/3000 [00:00<?, ?it/s]warmup:   5%|▌         | 150/3000 [00:02<00:56, 50.40it/s, 63 steps of size 7.03e-02. acc. prob=0.78]warmup:  10%|█         | 300/3000 [00:04<00:35, 75.57it/s, 63 steps of size 8.85e-02. acc. prob=0.78]warmup:  15%|█▌        | 450/3000 [00:05<00:24, 102.44it/s, 63 steps of size 6.52e-02. acc. prob=0.79]warmup:  20%|██        | 600/3000 [00:06<00:20, 114.47it/s, 127 steps of size 4.50e-02. acc. prob=0.79]warmup:  25%|██▌       | 750/3000 [00:07<00:17, 127.00it/s, 127 steps of size 5.12e-02. acc. prob=0.79]warmup:  30%|███       | 900/3000 [00:08<00:15, 138.88it/s, 63 steps of size 5.58e-02. acc. prob=0.79] sample:  35%|███▌      | 1050/3000 [00:09<00:14, 134.30it/s, 127 steps of size 4.46e-02. acc. prob=0.91]sample:  40%|████      | 1200/3000 [00:10<00:13, 130.54it/s, 127 steps of size 4.46e-02. acc. prob=0.91]sample:  45%|████▌     | 1350/3000 [00:11<00:12, 131.24it/s, 127 steps of size 4.46e-02. acc. prob=0.91]sample:  50%|█████     | 1500/3000 [00:12<00:11, 132.00it/s, 63 steps of size 4.46e-02. acc. prob=0.91] sample:  55%|█████▌    | 1650/3000 [00:13<00:10, 131.71it/s, 63 steps of size 4.46e-02. acc. prob=0.91]sample:  60%|██████    | 1800/3000 [00:15<00:09, 129.96it/s, 63 steps of size 4.46e-02. acc. prob=0.91]sample:  65%|██████▌   | 1950/3000 [00:16<00:08, 128.13it/s, 63 steps of size 4.46e-02. acc. prob=0.91]sample:  70%|███████   | 2100/3000 [00:17<00:07, 128.44it/s, 127 steps of size 4.46e-02. acc. prob=0.91]sample:  75%|███████▌  | 2250/3000 [00:18<00:05, 128.00it/s, 63 steps of size 4.46e-02. acc. prob=0.91] sample:  80%|████████  | 2400/3000 [00:19<00:04, 130.00it/s, 63 steps of size 4.46e-02. acc. prob=0.91]sample:  85%|████████▌ | 2550/3000 [00:20<00:03, 128.69it/s, 63 steps of size 4.46e-02. acc. prob=0.91]sample:  90%|█████████ | 2700/3000 [00:22<00:02, 125.18it/s, 63 steps of size 4.46e-02. acc. prob=0.91]sample:  95%|█████████▌| 2850/3000 [00:23<00:01, 125.31it/s, 63 steps of size 4.46e-02. acc. prob=0.91]sample: 100%|██████████| 3000/3000 [00:24<00:00, 125.70it/s, 127 steps of size 4.46e-02. acc. prob=0.91]sample: 100%|██████████| 3000/3000 [00:24<00:00, 122.31it/s, 127 steps of size 4.46e-02. acc. prob=0.91]
  0%|          | 0/3000 [00:00<?, ?it/s]warmup:   5%|▌         | 150/3000 [00:03<01:06, 42.73it/s, 127 steps of size 4.33e-02. acc. prob=0.77]warmup:  10%|█         | 300/3000 [00:05<00:42, 62.99it/s, 63 steps of size 1.37e-01. acc. prob=0.78] warmup:  15%|█▌        | 450/3000 [00:05<00:28, 89.23it/s, 63 steps of size 6.78e-02. acc. prob=0.79]warmup:  20%|██        | 600/3000 [00:07<00:24, 99.05it/s, 127 steps of size 4.54e-02. acc. prob=0.79]warmup:  25%|██▌       | 750/3000 [00:08<00:20, 110.16it/s, 63 steps of size 6.08e-02. acc. prob=0.79]warmup:  30%|███       | 900/3000 [00:09<00:17, 122.97it/s, 63 steps of size 6.97e-02. acc. prob=0.79]sample:  35%|███▌      | 1050/3000 [00:10<00:15, 128.33it/s, 63 steps of size 5.76e-02. acc. prob=0.86]sample:  40%|████      | 1200/3000 [00:11<00:12, 141.28it/s, 63 steps of size 5.76e-02. acc. prob=0.88]sample:  45%|████▌     | 1350/3000 [00:11<00:10, 151.30it/s, 63 steps of size 5.76e-02. acc. prob=0.88]sample:  50%|█████     | 1500/3000 [00:12<00:09, 159.21it/s, 63 steps of size 5.76e-02. acc. prob=0.88]sample:  55%|█████▌    | 1650/3000 [00:14<00:10, 134.73it/s, 63 steps of size 5.76e-02. acc. prob=0.89]sample:  60%|██████    | 1800/3000 [00:15<00:08, 145.69it/s, 63 steps of size 5.76e-02. acc. prob=0.89]sample:  65%|██████▌   | 1950/3000 [00:15<00:06, 154.09it/s, 63 steps of size 5.76e-02. acc. prob=0.89]sample:  70%|███████   | 2100/3000 [00:16<00:05, 160.38it/s, 63 steps of size 5.76e-02. acc. prob=0.89]sample:  75%|███████▌  | 2250/3000 [00:17<00:04, 165.24it/s, 63 steps of size 5.76e-02. acc. prob=0.89]sample:  80%|████████  | 2400/3000 [00:18<00:03, 169.43it/s, 63 steps of size 5.76e-02. acc. prob=0.89]sample:  85%|████████▌ | 2550/3000 [00:19<00:02, 172.47it/s, 63 steps of size 5.76e-02. acc. prob=0.89]sample:  90%|█████████ | 2700/3000 [00:20<00:01, 174.57it/s, 63 steps of size 5.76e-02. acc. prob=0.89]sample:  95%|█████████▌| 2850/3000 [00:21<00:00, 176.25it/s, 63 steps of size 5.76e-02. acc. prob=0.89]sample: 100%|██████████| 3000/3000 [00:21<00:00, 177.28it/s, 63 steps of size 5.76e-02. acc. prob=0.89]sample: 100%|██████████| 3000/3000 [00:21<00:00, 137.29it/s, 63 steps of size 5.76e-02. acc. prob=0.89]
/Users/waziz/github/buqeval/pipeline-bda-f1.py:313: UserWarning: There are not enough devices to run parallel chains: expected 2 but got 1. Chains will be drawn sequentially. If you are running MCMC in CPU, consider using `numpyro.set_host_device_count(2)` at the beginning of your program. You can double-check how many devices are available in your system using `jax.local_device_count()`.
  mcmc = MCMC(

                   mean       std    median      5.0%     95.0%     n_eff     r_hat
  alpha_theta      0.11      0.04      0.10      0.04      0.17    174.24      1.02
   beta_theta      0.23      0.05      0.22      0.16      0.30    681.18      1.00
       p0_[0]      0.96      0.04      0.97      0.90      1.00   4321.04      1.00
       p0_[1]      0.98      0.02      0.98      0.95      1.00   4649.25      1.00
       p0_[2]      0.90      0.05      0.91      0.83      1.00    750.45      1.00
       p0_[3]      0.98      0.02      0.98      0.95      1.00   4830.53      1.00
       p0_[4]      0.98      0.02      0.98      0.95      1.00   5602.88      1.00
       p0_[5]      0.98      0.02      0.99      0.95      1.00   5072.29      1.00
       p0_[6]      0.98      0.02      0.99      0.95      1.00   4598.42      1.00
       p0_[7]      0.98      0.02      0.98      0.95      1.00   4441.99      1.00
       p0_[8]      0.98      0.02      0.98      0.95      1.00   5355.39      1.00
       p0_[9]      0.98      0.02      0.98      0.95      1.00   5303.21      1.00
      p0_[10]      0.98      0.02      0.99      0.95      1.00   5681.15      1.00
      p0_[11]      0.98      0.02      0.99      0.95      1.00   4154.25      1.00
      p0_[12]      0.98      0.02      0.98      0.95      1.00   5702.61      1.00
      p0_[13]      0.98      0.02      0.98      0.95      1.00   4973.14      1.00
      p0_[14]      0.98      0.02      0.98      0.95      1.00   5521.05      1.00
      p0_[15]      0.98      0.02      0.98      0.95      1.00   6611.70      1.00
      p0_[16]      0.98      0.02      0.99      0.95      1.00   5161.57      1.00
      p0_[17]      0.98      0.02      0.99      0.95      1.00   4760.27      1.00
      p0_[18]      0.98      0.02      0.99      0.95      1.00   5938.13      1.00
      p0_[19]      0.98      0.02      0.98      0.95      1.00   6459.11      1.00
      p0_[20]      0.83      0.08      0.83      0.71      0.96    593.58      1.01
      p0_[21]      0.98      0.02      0.98      0.95      1.00   3743.85      1.00
      p0_[22]      0.98      0.02      0.98      0.95      1.00   4566.75      1.00
      p0_[23]      0.98      0.02      0.99      0.95      1.00   5387.41      1.00
      p0_[24]      0.98      0.02      0.98      0.95      1.00   5472.00      1.00
      p0_[25]      0.98      0.02      0.99      0.95      1.00   5389.42      1.00
      p0_[26]      0.98      0.02      0.98      0.95      1.00   5314.50      1.00
      p0_[27]      0.98      0.02      0.99      0.95      1.00   5273.04      1.00
      p0_[28]      0.98      0.02      0.99      0.95      1.00   5854.32      1.00
      p0_[29]      0.13      0.05      0.12      0.05      0.20   3345.13      1.00
      p0_[30]      0.28      0.07      0.28      0.17      0.40   3497.88      1.00
      p0_[31]      0.55      0.09      0.55      0.40      0.68   2045.48      1.00
      p0_[32]      0.74      0.08      0.75      0.63      0.87    840.02      1.00
      p0_[33]      0.97      0.03      0.98      0.93      1.00    231.35      1.01
      p0_[34]      0.97      0.02      0.98      0.94      1.00   1324.17      1.00
      p0_[35]      0.98      0.02      0.99      0.95      1.00   5119.38      1.00
      p0_[36]      0.98      0.02      0.99      0.95      1.00   5579.62      1.00
      p0_[37]      0.98      0.02      0.98      0.95      1.00   5333.63      1.00
      p0_[38]      0.02      0.02      0.01      0.00      0.05   4903.31      1.00
      p0_[39]      0.02      0.02      0.02      0.00      0.05   5455.27      1.00
      p0_[40]      0.02      0.02      0.02      0.00      0.05   5721.39      1.00
      p0_[41]      0.02      0.02      0.01      0.00      0.05   5152.53      1.00
      p0_[42]      0.02      0.02      0.01      0.00      0.05   5806.25      1.00
      p0_[43]      0.02      0.02      0.02      0.00      0.05   4364.61      1.00
      p0_[44]      0.02      0.02      0.02      0.00      0.05   4326.79      1.00
      p0_[45]      0.19      0.06      0.18      0.09      0.28   4586.28      1.00
      p0_[46]      0.98      0.02      0.99      0.95      1.00   4730.66      1.00
      p0_[47]      0.89      0.06      0.90      0.80      0.99    756.48      1.00
      p0_[48]      0.82      0.07      0.83      0.71      0.95   1279.75      1.00
      p0_[49]      0.50      0.28      0.50      0.08      0.96   5422.80      1.00
       p1_[0]      0.98      0.02      0.99      0.96      1.00   4588.45      1.00
       p1_[1]      0.03      0.02      0.03      0.00      0.07   5518.27      1.00
       p1_[2]      0.82      0.07      0.83      0.72      0.93   1258.13      1.00
       p1_[3]      0.45      0.07      0.45      0.34      0.57   3130.27      1.00
       p1_[4]      0.20      0.05      0.19      0.11      0.29   3691.60      1.00
       p1_[5]      0.09      0.04      0.08      0.03      0.15   4735.61      1.00
       p1_[6]      0.07      0.03      0.07      0.02      0.12   3969.81      1.00
       p1_[7]      0.05      0.03      0.05      0.01      0.09   4324.27      1.00
       p1_[8]      0.04      0.02      0.03      0.00      0.07   4448.61      1.00
       p1_[9]      0.04      0.02      0.03      0.00      0.07   4741.11      1.00
      p1_[10]      0.04      0.02      0.03      0.00      0.07   6138.66      1.00
      p1_[11]      0.05      0.03      0.05      0.01      0.10   4784.83      1.00
      p1_[12]      0.03      0.02      0.03      0.00      0.07   4506.39      1.00
      p1_[13]      0.02      0.02      0.01      0.00      0.04   5361.43      1.00
      p1_[14]      0.02      0.02      0.01      0.00      0.04   5488.84      1.00
      p1_[15]      0.02      0.02      0.01      0.00      0.04   5794.42      1.00
      p1_[16]      0.02      0.02      0.01      0.00      0.04   5317.90      1.00
      p1_[17]      0.02      0.02      0.01      0.00      0.04   5657.40      1.00
      p1_[18]      0.02      0.02      0.01      0.00      0.04   5586.00      1.00
      p1_[19]      0.02      0.02      0.01      0.00      0.04   5437.04      1.00
      p1_[20]      0.98      0.02      0.98      0.95      1.00   3557.76      1.00
      p1_[21]      0.78      0.07      0.78      0.65      0.90   1037.46      1.01
      p1_[22]      0.46      0.07      0.46      0.34      0.58   3033.40      1.00
      p1_[23]      0.24      0.06      0.23      0.14      0.33   3638.41      1.00
      p1_[24]      0.12      0.05      0.12      0.05      0.20   4773.26      1.00
      p1_[25]      0.09      0.04      0.08      0.02      0.15   3985.32      1.00
      p1_[26]      0.05      0.03      0.05      0.01      0.10   5646.36      1.00
      p1_[27]      0.05      0.03      0.05      0.01      0.09   4244.38      1.00
      p1_[28]      0.05      0.03      0.05      0.01      0.09   4415.94      1.00
      p1_[29]      0.98      0.02      0.99      0.96      1.00   5487.49      1.00
      p1_[30]      0.98      0.02      0.99      0.96      1.00   4365.32      1.00
      p1_[31]      0.98      0.02      0.99      0.96      1.00   5214.10      1.00
      p1_[32]      0.97      0.03      0.98      0.94      1.00   3744.64      1.00
      p1_[33]      0.85      0.06      0.85      0.74      0.95   1237.35      1.00
      p1_[34]      0.59      0.08      0.58      0.46      0.71   1601.22      1.00
      p1_[35]      0.27      0.06      0.27      0.17      0.37   4202.03      1.00
      p1_[36]      0.16      0.05      0.16      0.08      0.23   3760.31      1.00
      p1_[37]      0.07      0.03      0.07      0.02      0.12   5393.57      1.00
      p1_[38]      0.98      0.02      0.99      0.96      1.00   5079.84      1.00
      p1_[39]      0.98      0.02      0.99      0.96      1.00   4791.29      1.00
      p1_[40]      0.98      0.02      0.99      0.96      1.00   6230.38      1.00
      p1_[41]      0.98      0.02      0.99      0.96      1.00   4632.17      1.00
